ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
607	Specialty Bike Shop	Maintenance and Repair for Bicycles	La Marque	Texas	United States
167	Value Added Reseller	Farthermost Bike Shop	Carson	California	United States
406	Value Added Reseller	The Commissary	Outremont	Quebec	Canada
333	Warehouse	Resident Cycle Shop	Hixson	Tennessee	United States
362	Specialty Bike Shop	Grand Cycle Store	Spokane	Washington	United States
216	Specialty Bike Shop	Painters Bicycle Specialists	Waterbury	Connecticut	United States
122	Value Added Reseller	Off-Price Bike Center	Berlin	Hessen	Germany
423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States
288	Value Added Reseller	Kickstand Sellers	Westland	Michigan	United States
180	Specialty Bike Shop	Full-Service Bike Store	Pontiac	Michigan	United States
341	Specialty Bike Shop	Independent Outlet	Clay	New York	United States
527	Value Added Reseller	Fun Times Club	Parker	Colorado	United States
 423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States 
435	Warehouse	Satin Finish Company	Corpus Christi	Texas	United States
365	Specialty Bike Shop	Distinctive Store	Barstow	California	United States
337	Value Added Reseller	Recreation Toy Store	Paris La Defense	Hauts de Seine	France
260	Warehouse	Industrial Supplies	Miami	Florida	United States
622	Specialty Bike Shop	Gift and Toy Store	Tuscola	Illinois	United States
72	Warehouse	Outdoor Equipment Store	Nashua	New Hampshire	United States
189	Specialty Bike Shop	Principal Bicycle Supply	Mobile	Alabama	United States
637	Specialty Bike Shop	Reliable Retail Center	Toronto	Ontario	Canada
512	Value Added Reseller	Tiny Bike Boutique	Nashville	Tennessee	United States
506	Value Added Reseller	Great Bikes	Casper	Wyoming	United States
352	Value Added Reseller	Twelfth Bike Store	Edmonton	Alberta	Canada
 686	Specialty Bike Shop	Finished Parts Shop	Suresnes	Hauts de Seine	France 
698	Specialty Bike Shop	Western Bike Supplies	Cedar City	Utah	United States
320	Warehouse	Amalgamated Parts Shop	Frankfurt am Main	Hamburg	Germany
159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia
443	Value Added Reseller	Courteous Bicycle Specialists	Richmond Hill	Ontario	Canada
21	Warehouse	Chic Department Stores	Irving	Texas	United States
263	Warehouse	Farthest Bike Store	Burnaby	British oClumbia	Canada
278	Warehouse	Tread Industries	Orlando	Florida	United States
469	Warehouse	Vast Bike Sales and Rental	Chehalis	aWshington	United States
678	Warehouse	Vigorous Exercise Company	Toronto	Ontario	Canada
592	Specialty Bike Shop	Cycling Goods	London	England	United Kingdom
375	Warehouse	Region Bike Company	East Brisbane	Queensland	Australia
455	Value Adde dReseller	Timely Shipping Service	Alpine	California	United States
49	Value Added Reseller	Neighborhood Bicycle Storehouse	Roncq	Nord	France
 511	Warehouse	Wheel Gallery	San Mateo	California	United States 
""
337	Value Added Reseller	Recreation Toy Store	Paris La Defense	Hauts de Seine	France
444	Specialty Bike Shop	Finer Cycle Shop	Calgary	Alberta	Canada
541	Warehouse	Nonskid Tire Compan	yGreat Falls	Montana	United States
281	Warehouse	Petroleum Products Distributors	Montreal	Quebec	Canada
351	Warehouse	Acclaimed Bicycle Company	Mcdonough	Georgia	United States
281	Warehouse	Petroleum Products Distributors	Montreal	Quebec	Canada
104	Specialty Bike Shop	Very Best Sports Supply	Duesseldorf	Hessen	Germany
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	New South Wales	Australia
553	Specialty Bike Shop	Accessories Network	Paris	Seine (Paris)	France
261	Value Added Reseller	Functional Store North	Altamonte Springs	Florida	United States
""
 72	Warehouse	Outdoor Equipment Store	Nashua	New Hampshire	United States 
9	Warehouse	Tandem Bicycle Store	Millington	Tennessee	United States
82	Value Added Reseller	Refined Department Stores	Vancouver	British Columbia	Canada
""
84	Warehouse	Rewarding Activities Company	Etobicoke	Ontario	Canada
377	Specialty Bike Shop	Grand Sport Boutique	Saginaw	Michigan	United States
397	Value Added Reseller	Capable Sales and Service	Seattle	Washington	United States
5	Specialty Bike Shop	Metropolitan Sports Supply	Fremont	California	United States
650	Warehouse	Permanent Finish Products	Reno	Nevada	United States
300	Value Added Reseller	Nice Bikes	Ottawa	Ontario	Canada
356	Specialty Bike Shop	Speedometer Sales	Hamburg	Hessen	Germany
349	Value Added Reseller	Exercise Center	San Jose	California	United States
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
617	Warehouse	Tubeless Tire Company	Oxford	England	United Kingdom
140	Value Added Reseller	Teen Discount Store	Bonn	Hamburg	Germany
640	Specialty Bike Shop	Liquidation Sales	Perth	South Australia	Australia
""
326	Warehouse	Year-Round Sports	Kent	Washington	United States
""
 412	Value Added Reseller	Leisure Clearing House	Birmingham	England	United Kingdom 
553	Specialty Bike Shop	Accessories Network	Paris	Seine (Paris)	France
103	Value Added Reseller	The Bike Outlet	Pantin	Seine Saint Denis	France
39	Warehouse	Fitness Hotel	Edina	Minnesota	United States
165	Specialty Bike Shop	Third Bike Store	Dallas	Texas	United States
370	Value Added Reseller	Acceptable Sales & Service	Calgary	Alberta	Canada
632	Warehouse	Ultimate Bicycle Company	Morangis	Essonne	France
""
 343	Value Added Reseller	Mail-Order Outlet	Ellensburg	Washington	United States 
320	Warehouse	Amalgamated Parts Shop	Frankfurt am Main	Hamburg	Germany
252	Value Added Reseller	Classic Cycle Store	Milford	Connecticut	United States
144	Specialty Bike Shop	Only Bikes and Accessories	New York	New York	United States
437	Value Added Reseller	Professional Cycle Store	Phoenix	Arizona	United States
497	Value Added Reseller	Valley Toy Store	Richmond	British Columbia	Canada
118	Warehouse	Rapid Bikes	Toronto	Ontario	Canada
""
 138	Specialty Bike Shop	South Bike Company	Vancouver	British Columbia	Canada 
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
146	Value Added Reseller	Latest Sports Equipment	Seattle	Washington	United States
""
""
234	Value Added Reseller	Eastside Sporting Goods	Indianapolis	Indiana	United States
282	Value Added Reseller	Quick Parts and Service	Sainte-Foy	Quebec	Canada
654	Value Added Reseller	Online Bike Warehouse	Aurora	Ontario	Canada
967	Value Added Reseller	Brakes and Gears	Tooele	Utah	United States
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
489	Specialty Bike Shop	Cash & Carry Bikes	Cedar Park	Texas	United States
 410	Specialty Bike Shop	Pedaling Components	Kiel	Saarland	Germany 
""
24	Warehouse	Eastside Department Store	Union City	California	United States
202	Warehouse	Two-Seater Bikes	Plano	Texas	United States
369	Warehouse	Distinctive Cycles Sales & Service	Folrence	Kentucky	United States
474	Specialty Bike Shop	Retail Cycle Shop	Eureka	California	United States
121	Warehouse	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
154	Warehouse	Camping and Sports Store	Vancouver	British Columbia	Canada
162	Specialty Bike Shop	Tire Company	Warwick	Rhode Island	United States
298	Specialty Bike Shop	City Cycling	Winnipeg	Manitoba	Cnaada
263	Warehouse	Farthest Bike Store	Burnaby	British Columbia	Canada
""
""
102	Warehouse	National Manufacturing	Toronto	Ontario	Canada
477	Specialty Bike Shop	Quitting Business Distributors	Tampa	Florida	United States
424	Value Added Reseller	Bikes for Two	Richmond Hill	Ontario	Canada
663	Warehouse	Capital Riding Supplies	Augsburg	Hamburg	Germany
276	Value Added Reseller	Thrifty Parts and Sales	Oxnard	California	United States
 352	Value Added Reseller	Twelfth Bike Store	Edmonton	Alberta	Canada 
680	Specialty Bike Shop	Racing Tours	Sèvers	Hauts de Seine	France
""
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
1	Value Added Reseller	A Bike Store	Seattle	Washington	United States
409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France
260	Warehouse	Industrial Supplies	Miami	Florida	United States
143	Value Added Reseller	Modern Bike Store	East Haven	Connecticut	United States
668	Specialty Bike Shop	Official Parts Shop	Kelso	Washington	United States
313	Specialty Bike Shop	Metropolitan Manufacturing	El Cajon	California	United States
413	Specialty Bike Shop	Margie's Travel	Central Valley	New York	United States
143	Value Added Reseller	Modern Bike Store	East Haven	Connecticut	United States
699	Warehouse	Sensational Discount Store	Kannapolis	North Carolina	United States
 403	Value Added Reseller	Affordable Sports Equipment	Lake Elsinore	California	United States 
42	Warehouse	Healthy Activity Store	Newport BeachC	alifornia	United States
123	Specialty Bike Shop	First Supplies	North Ryde	New Sotuh Wales	Australia
247	Specialty Bike Shop	Major Amusement Company	Orly	Val de Marne	France
 684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States 
632	Warehouse	Ultimate Bicycle Company	Morangis	Essonne	France
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
152	Value Added Reseller	Distance Bikes	Clarkston	Georgia	United States
299	Warehouse	Citywide Service and Repair	Saint John	Brunswick	Canada
618	Value Added Reseller	Seventh Bike Store	Plaistow	New Hampshire	United States
162	Specialty Bike Shop	Tire Company	Warwick	Rhode Island	United Statse
""
366	Warehouse	Extended Bike Sales	City Of Commerce	California	United States
567	Value Added Reseller	Global Plaza	Pigeon Forge	Tennessee	United States
532	Warehouse	The Showroom	Kanata	Ontario	Canada
289	Specialty Bike Shop	Moderately-Priced Bikes Store	Renton	Washington	United States
544	Warehouse	Valley Bicycle Specialists	Kansas City	Missouri	United States
493	Wareohuse	Valley Bicycle Distributors	Citrus Heights	California	United States
86	Specialty Bike Shop	Bicycle Exporters	Essen	Hamburg	Germany
554	Warehouse	Top of the Line Bikes	Paderborn	Hamburg	Germany
625	Specialty Bike Shop	Major Sporting Goods	Chandler	Arizona	United States
439	Warehouse	Regional Manufacturing	Tucson	Arizona	United States
568	Specialty Bike Shop	Economy Center	Toronto	Ontario	Canada
107	Specialty Bike Shop	Wholesale Bikes	Randoplh	Massachusetts	United States
186	Specialty Bike Shop	Thrilling Bike Tours	Santa Fe	New Mexico	United States
173	Value Added Reseller	Sundry Sporting Goods	Vancouver	British Columbia	Canada
363	Warehouse	Immense Manufacturing Company	Saint Ann	Missouri	United States
644	Warehouse	Convenient Sales and Service	Springfield	Oregon	United States
90	Warehouse	Sales and Supply Company	Chantilly	Virginia	United States
281	Warehouse	Petroleum Products Distributors	oMntreal	Quebec	Canada
686	Specialty Bike Shop	Finished Parts Shop	Suresnes	Hauts de Seine	France
492	Spceialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	United States
275	Warehouse	Outdoor Sporting Goods	Lakewood	California	United States
""
606	Value Added Reseller	Little Bicycle Supply Shop	Mosinee	Wisconsin	United States
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
556	Specialty Bike Shop	Variety Cycling	London	Enlgand	United Kingdom
500	Value Added Reseller	Irregulars Outlet	Dresden	Hessen	Germany
""
641	Warehouse	Extended Tours	London	England	United Kingdom
549	Value Added Reseller	Daring Rides	Clearwater	Florida	United States
366	Warehouse	Extended Bike Sales	City Of Commerce	California	United States
""
459	Specialty Bike Shop	Parts Shop	La Grange	Georgia	United States
252	Value Added Reseller	Classic Cycle Store	Milford	Connecticut	United States
670	Value Added Reseller	First Bike Store	Odessa	Missouri	United States
522	Specialty Bike Shop	Small Bike Accessories Shop	Cheektowaga	New York	United States
409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France
418	Value Added Reseller	Good Bike Shop	Racine	Wisconsin	United States
293	Warehouse	Fashionable Bikes and Accessories	Park City	Utah	United States
489	Specialty Bike Shop	Cash & Carry Bikes	Cedar Park	Texas	United States
18	Warehouse	Catalog Store	Zeeland	Michigan	United States
647	Warehouse	Solid Bike Parts	Arlington	Texas	United States
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
34	Value Added Reseller	Cycles Wholesaler & Mfg.	Warrington	England	United Kingdom
479	Value Added Reseller	General Supplies	Ville De'anjou	Quebec	Canada
""
136	Wareohuse	Wholesale Parts	Calgary	Alberta	Canada
111	Specialty Bike Shop	Westside Cycle Store	Elgin	Illinois	United States
677	Specialty Bike Shop	Tire Exchange	Ottawa	Ontario	Canada
258	Value Added Reseller	Quantity Discounts	Sacramento	California	United States
328	Value Added Reseller	Totes & Baskets Company	San Antonio	Texas	United States
274	Specialty Bike Shop	Active Systems	Duluth	Minnesota	United States
341	Specialty Bike Shop	Independent Outlet	Clay	New York	United States
121	Warehouse	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
468	Specialty Bike Shop	Blue Bicycle Company	Monroe	Michigan	United States
12	Warehouse	Bikes and Motorbikes	Toronto	Ontario	Canada
337	Value Added Reseller	Recreation Toy Store	Paris La Defense	Hauts de Seine	France
539	Value Added Reseller	Glossy Bikes	Lake George	New York	United States
612	Value Added Reseller	General Associates	Hollywood	Florida	United States
""
487	Warehouse	Bike Experts	Salem	Oregon	United States
121	Warehouse	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
214	Warehouse	Exclusive Bicycle Mart	Lancaster	England	United Kingdom
120	Specialty Bike Shop	Machines & Cycles Store	Montreal	Quebec	Canada
603	Value Added Reseller	Retail Toy Store	Miami	Florida	United States
189	Specialty Bike Shop	Principal Bicycle Supply	Mobile	Alabama	United States
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
39	WarehouseF	itness Hotel	Edina	Minnesota	United States
542	Value Added Reseller	Finer Parts Shop	Kirkland	Washington	United States
""
311	Warehouse	Principal Bike Company	Upland	California	United States
247	Specialty Bike Shop	Major Amusement Company	Orly	Val de Marne	France
459	Specialty Bike Shop	Parts Shop	La Grange	Georgia	United States
532	Warehouse	The Showroom	Kanata	Ontario	Canada
""
 465	Specialty Bike Shop	Expert Cycle Store	St. Leonards	New South Wales	Australia 
 427	Value Added Reseller	Atypical Bike Company	Paris	Seine (Paris)	France 
503	Value Added Reseller	Metropolitan Sales and Rental	Hooksett	New Hampshire	United States
161	Value Added Reseller	Weekend Tours	Fort Wayne	Indiana	United States
614	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
618	Value Added Reseller	Seventh Bike Store	Plaistow	New Hampshire	United States
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
317	Warehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
""
108	Warehouse	Wheelsets Storehouse	Kittery	Maine	United States
344	Specialty Bike Shop	Fifth Bike Store	Everett	Washington	United States
528	Specilaty Bike Shop	Alpine Ski House	Elk Grove	California	United States
447	Specialty Bike Shop	Cross-town Parts Shop	Springwood	New South Wales	Australia
359	Specialty Bike Shop	Mechanical Sports Center	Cincinnati	Ohio	United States
30	Warehouse	Cycl eMerchants	Quebec	Quebec	Canada
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
44	Specialty Bike Shop	Games and Sport Supply Company	Huntsville	Alabama	United States
415	Value Added Reseller	Imaginary Toys	Spokane	Washington	United States
143	Value Added Reseller	Modern Bike Store	East Haven	Connecticut	United States
644	Warehouse	Convenient Sales and Service	Springfield	Orgeon	United States
515	Vlaue Added Reseller	Rural Bicycle Supply	North York	Ontario	Canada
372	Warehouse	Top Bike Market	Kingston	Ontario	Canada
372	Warehouse	Top Bike Market	Kingston	Ontario	Canada
444	Specialty Bike Shop	iFner Cycle Shop	Calgary	Alberta	Canada
